GID_2;NAME_2;CO_MUN_GEO;NO_MUN;SG_UF
BRA.27.90_1;Palmeirópolis;1715754;PALMEIROPOLIS;TO
BRA.27.91_1;Paraíso do Tocantins;1716109;PARAISO DO TOCANTINS;TO
BRA.27.92_1;Paraná;1716208;PARANA;TO
BRA.27.93_1;Pau d'Arco;1716307;PAU D'ARCO;TO
BRA.27.94_1;Pedro Afonso;1716505;PEDRO AFONSO;TO
BRA.27.95_1;Peixe;1716604;PEIXE;TO
BRA.27.96_1;Pequizeiro;1716653;PEQUIZEIRO;TO
BRA.27.39_1;Colméia;1716703;COLMEIA;TO
BRA.27.97_1;Pindorama do Tocantins;1717008;PINDORAMA DO TOCANTINS;TO
BRA.27.98_1;Piraquê;1717206;PIRAQUE;TO
BRA.27.99_1;Pium;1717503;PIUM;TO
BRA.27.100_1;Ponte Alta do Bom Jesus;1717800;PONTE ALTA DO BOM JESUS;TO
BRA.27.101_1;Ponte Alta do Norte;1717909;PONTE ALTA DO TOCANTINS;TO
BRA.27.102_1;Porto Alegre do Tocantins;1718006;PORTO ALEGRE DO TOCANTINS;TO
BRA.27.103_1;Porto Nacional;1718204;PORTO NACIONAL;TO
BRA.27.104_1;Praia Norte;1718303;PRAIA NORTE;TO
BRA.27.105_1;Presidente Kennedy;1718402;PRESIDENTE KENNEDY;TO
BRA.27.106_1;Pugmil;1718451;PUGMIL;TO
BRA.27.107_1;Recursolândia;1718501;RECURSOLANDIA;TO
BRA.27.108_1;Riachinho;1718550;RIACHINHO;TO
BRA.27.109_1;Rio da Conceição;1718659;RIO DA CONCEICAO;TO
BRA.27.110_1;Rio dos Bois;1718709;RIO DOS BOIS;TO
BRA.27.111_1;Rio Sono;1718758;RIO SONO;TO
BRA.27.112_1;Sampaio;1718808;SAMPAIO;TO
BRA.27.113_1;Sandolândia;1718840;SANDOLANDIA;TO
BRA.27.114_1;Santa Fé do Araguaia;1718865;SANTA FE DO ARAGUAIA;TO
BRA.27.115_1;Santa Maria do Tocantins;1718881;SANTA MARIA DO TOCANTINS;TO
BRA.27.116_1;Santa Rita do Tocantins;1718899;SANTA RITA DO TOCANTINS;TO
BRA.27.117_1;Santa Rosa do Tocantins;1718907;SANTA ROSA DO TOCANTINS;TO
BRA.27.118_1;Santa Tereza do Tocantins;1719004;SANTA TEREZA DO TOCANTINS;TO
BRA.27.119_1;Santa Terezinha do Tocantins;1720002;SANTA TEREZINHA DO TOCANTINS;TO
BRA.27.120_1;São Bento do Tocantins;1720101;SAO BENTO DO TOCANTINS;TO
BRA.27.121_1;São Félix do Tocantins;1720150;SAO FELIX DO TOCANTINS;TO
BRA.27.122_1;São Miguel do Tocantins;1720200;SAO MIGUEL DO TOCANTINS;TO
BRA.27.123_1;São Salvador do Tocantins;1720259;SAO SALVADOR DO TOCANTINS;TO
BRA.27.124_1;São Sebastião do Tocantins;1720309;SAO SEBASTIAO DO TOCANTINS;TO
BRA.27.125_1;São Valério da Natividade;1720499;SAO VALERIO DA NATIVIDADE;TO
BRA.27.126_1;Silvanópolis;1720655;SILVANOPOLIS;TO
BRA.27.127_1;Sítio Novo do Tocantins;1720804;SITIO NOVO DO TOCANTINS;TO
BRA.27.128_1;Sucupira;1720853;SUCUPIRA;TO
BRA.27.129_1;Taguatinga;1720903;TAGUATINGA;TO
BRA.27.130_1;Taipas do Tocantins;1720937;TAIPAS DO TOCANTINS;TO
BRA.27.131_1;Talismã;1720978;TALISMA;TO
BRA.27.88_1;Palmas;1721000;PALMAS;TO
BRA.27.132_1;Tocantínia;1721109;TOCANTINIA;TO
BRA.27.133_1;Tocantinópolis;1721208;TOCANTINOPOLIS;TO
BRA.27.134_1;Tupirama;1721257;TUPIRAMA;TO
BRA.27.135_1;Tupiratins;1721307;TUPIRATINS;TO
BRA.27.136_1;Wanderlândia;1722081;WANDERLANDIA;TO
BRA.27.137_1;Xambioá;1722107;XAMBIOA;TO
BRA.10.1_1;Açailândia;2100055;ACAILANDIA;MA
BRA.10.2_1;Afonso Cunha;2100105;AFONSO CUNHA;MA
BRA.10.3_1;Água Doce do Maranhão;2100154;AGUA DOCE DO MARANHAO;MA
BRA.10.4_1;Alcântara;2100204;ALCANTARA;MA
BRA.10.5_1;Aldeias Altas;2100303;ALDEIAS ALTAS;MA
BRA.10.6_1;Altamira do Maranhão;2100402;ALTAMIRA DO MARANHAO;MA
BRA.10.7_1;Alto Alegre do Maranho;2100436;ALTO ALEGRE DO MARANHAO;MA
BRA.10.8_1;Alto Alegre do Pindaré;2100477;ALTO ALEGRE DO PINDARE;MA
BRA.10.9_1;Alto Parnaiba;2100501;ALTO PARNAIBA;MA
BRA.10.10_1;Amapá do Maranho;2100550;AMAPA DO MARANHAO;MA
BRA.10.11_1;Amarante do Maranhão;2100600;AMARANTE DO MARANHAO;MA
BRA.10.12_1;Anajatuba;2100709;ANAJATUBA;MA
BRA.10.13_1;Anapuros;2100808;ANAPURUS;MA
BRA.10.14_1;Apicum-Açu;2100832;APICUM-ACU;MA
BRA.10.15_1;Araguanã;2100873;ARAGUANA;MA
BRA.10.16_1;Araioses;2100907;ARAIOSES;MA
BRA.10.17_1;Arame;2100956;ARAME;MA
BRA.10.18_1;Arari;2101004;ARARI;MA
BRA.10.19_1;Axixá;2101103;AXIXA;MA
BRA.10.20_1;Bacabal;2101202;BACABAL;MA
BRA.10.21_1;Bacabeira;2101251;BACABEIRA;MA
BRA.10.22_1;Bacuri;2101301;BACURI;MA
BRA.10.23_1;Bacurituba;2101350;BACURITUBA;MA
BRA.10.24_1;Balsas;2101400;BALSAS;MA
BRA.10.25_1;Barão de Grajaú;2101509;BARAO DE GRAJAU;MA
BRA.10.26_1;Barra do Corda;2101608;BARRA DO CORDA;MA
BRA.10.27_1;Barreirinhas;2101707;BARREIRINHAS;MA
BRA.10.29_1;Belágua;2101731;BELAGUA;MA
BRA.10.28_1;Bela Vista do Maranhão;2101772;BELA VISTA DO MARANHAO;MA
BRA.10.30_1;Benedito Leite;2101806;BENEDITO LEITE;MA
BRA.10.31_1;Bequimão;2101905;BEQUIMAO;MA
BRA.10.32_1;Bernardo do Mearim;2101939;BERNARDO DO MEARIM;MA
BRA.10.33_1;Boa Vista do Gurupi;2101970;BOA VISTA DO GURUPI;MA
BRA.10.34_1;Bom Jardin;2102002;BOM JARDIM;MA
BRA.10.35_1;Bom Jesus das Selvas;2102036;BOM JESUS DAS SELVAS;MA
BRA.10.36_1;Bom Lugar;2102077;BOM LUGAR;MA
BRA.10.38_1;Brejo;2102101;BREJO;MA
BRA.10.37_1;Brejo de Areia;2102150;BREJO DE AREIA;MA
BRA.10.40_1;Buriti;2102200;BURITI;MA
BRA.10.39_1;Buriti Bravo;2102309;BURITI BRAVO;MA
BRA.10.41_1;Buriticupu;2102325;BURITICUPU;MA
BRA.10.42_1;Buritirana;2102358;BURITIRANA;MA
BRA.10.43_1;Cachoeira Grande;2102374;CACHOEIRA GRANDE;MA
BRA.10.44_1;Cajapió;2102408;CAJAPIO;MA
BRA.10.45_1;Cajari;2102507;CAJARI;MA
BRA.10.46_1;Campestre do Maranhão;2102556;CAMPESTRE DO MARANHAO;MA
BRA.10.47_1;Cândido Mendes;2102606;CANDIDO MENDES;MA
BRA.10.48_1;Cantanhede;2102705;CANTANHEDE;MA
BRA.10.49_1;Capinzal do Norte;2102754;CAPINZAL DO NORTE;MA
BRA.10.50_1;Carolina;2102804;CAROLINA;MA
BRA.10.51_1;Carutapera;2102903;CARUTAPERA;MA
BRA.10.52_1;Caxias;2103000;CAXIAS;MA
BRA.10.53_1;Cedral;2103109;CEDRAL;MA
BRA.10.54_1;Central do Maranhão;2103125;CENTRAL DO MARANHAO;MA
BRA.10.55_1;Centro do Guilherme;2103158;CENTRO DO GUILHERME;MA
BRA.10.56_1;Centro Novo do Maranhão;2103174;CENTRO NOVO DO MARANHAO;MA
BRA.9.64_1;Chapadinha;2103208;CHAPADINHA;MA
BRA.10.58_1;Cidelândia;2103257;CIDELANDIA;MA
BRA.10.59_1;Codó;2103307;CODO;MA
BRA.10.60_1;Coelho Neto;2103406;COELHO NETO;MA
BRA.10.61_1;Colinas;2103505;COLINAS;MA
BRA.10.62_1;Conceição do Lago-Açu;2103554;CONCEICAO DO LAGO-ACU;MA
BRA.10.63_1;Coroatá;2103604;COROATA;MA
BRA.10.64_1;Cururupu;2103703;CURURUPU;MA
BRA.10.65_1;Davinópolis;2103752;DAVINOPOLIS;MA
BRA.10.66_1;Dom Pedro;2103802;DOM PEDRO;MA
BRA.10.67_1;Duque Bacelar;2103901;DUQUE BACELAR;MA
BRA.10.68_1;Esperantinópolis;2104008;ESPERANTINOPOLIS;MA
BRA.10.69_1;Estreito;2104057;ESTREITO;MA
BRA.10.70_1;Feira Nova do Maranhão;2104073;FEIRA NOVA DO MARANHAO;MA
BRA.10.71_1;Fernando Falcão;2104081;FERNANDO FALCAO;MA
BRA.10.72_1;Formosa da Serra Negra;2104099;FORMOSA DA SERRA NEGRA;MA
BRA.10.73_1;Fortaleza dos Nogueiras;2104107;FORTALEZA DOS NOGUEIRAS;MA
BRA.10.74_1;Fortuna;2104206;FORTUNA;MA
BRA.10.75_1;Godofredo Viana;2104305;GODOFREDO VIANA;MA
BRA.10.76_1;Gonçalves Dias;2104404;GONCALVES DIAS;MA
BRA.10.77_1;Governador Archer;2104503;GOVERNADOR ARCHER;MA
BRA.10.78_1;Governador Edison Lobão;2104552;GOVERNADOR EDISON LOBAO;MA
BRA.10.79_1;Governador Eugênio Barros;2104602;GOVERNADOR EUGENIO BARROS;MA
BRA.10.80_1;Governador Luiz Rocha;2104628;GOVERNADOR LUIZ ROCHA;MA
BRA.10.81_1;Governador Newton Bello;2104651;GOVERNADOR NEWTON BELLO;MA
BRA.10.82_1;Governador Nunes Freire;2104677;GOVERNADOR NUNES FREIRE;MA
BRA.10.83_1;Graça Aranha;2104701;GRACA ARANHA;MA
BRA.10.84_1;Grajaú;2104800;GRAJAU;MA
BRA.10.85_1;Guimarães;2104909;GUIMARAES;MA
BRA.10.86_1;Humberto Campos;2105005;HUMBERTO DE CAMPOS;MA
BRA.10.87_1;Icatu;2105104;ICATU;MA
BRA.10.88_1;Igarapé do Meio;2105153;IGARAPE DO MEIO;MA
BRA.10.89_1;Igarapé Grande;2105203;IGARAPE GRANDE;MA
BRA.10.90_1;Imperatriz;2105302;IMPERATRIZ;MA
BRA.10.91_1;Itaipava do Grajaú;2105351;ITAIPAVA DO GRAJAU;MA
BRA.10.92_1;Itapecuru Mirim;2105401;ITAPECURU MIRIM;MA
BRA.10.93_1;Itinga do Maranhão;2105427;ITINGA DO MARANHAO;MA
BRA.10.94_1;Jatobá;2105450;JATOBA;MA
BRA.10.95_1;Jenipapo dos Vieiras;2105476;JENIPAPO DOS VIEIRAS;MA
BRA.10.96_1;João Lisboa;2105500;JOAO LISBOA;MA
BRA.10.97_1;Joselândia;2105609;JOSELANDIA;MA
BRA.10.98_1;Junco do Maranhão;2105658;JUNCO DO MARANHAO;MA
BRA.10.99_1;Lago da Pedra;2105708;LAGO DA PEDRA;MA
BRA.10.100_1;Lago do Junco;2105807;LAGO DO JUNCO;MA
BRA.10.102_1;Lago Verde;2105906;LAGO VERDE;MA
BRA.10.103_1;Lagoa do Mato;2105922;LAGOA DO MATO;MA
BRA.10.101_1;Lago dos Rodrigues;2105948;LAGO DOS RODRIGUES;MA
BRA.10.104_1;Lagoa Grande do Maranhão;2105963;LAGOA GRANDE DO MARANHAO;MA
BRA.10.105_1;Lajeado Novo;2105989;LAJEADO NOVO;MA
BRA.10.106_1;Lima Campos;2106003;LIMA CAMPOS;MA
BRA.10.107_1;Loreto;2106102;LORETO;MA
BRA.10.108_1;Luís Domingues;2106201;LUIS DOMINGUES;MA
BRA.10.109_1;Magalhães de Almeida;2106300;MAGALHAES DE ALMEIDA;MA
BRA.10.110_1;Maracaçumé;2106326;MARACACUME;MA
BRA.10.111_1;Marajá do Sena;2106359;MARAJA DO SENA;MA
BRA.10.112_1;Maranhãozinho;2106375;MARANHAOZINHO;MA
BRA.10.113_1;Mata Roma;2106409;MATA ROMA;MA
BRA.10.115_1;Matinha;2106508;MATINHA;MA
BRA.10.116_1;Matões;2106607;MATOES;MA
BRA.10.114_1;Mates do Norte;2106631;MATOES DO NORTE;MA
BRA.10.117_1;Milagres do Maranhão;2106672;MILAGRES DO MARANHAO;MA
BRA.10.118_1;Mirador;2106706;MIRADOR;MA
BRA.10.119_1;Miranda do Norte;2106755;MIRANDA DO NORTE;MA
BRA.10.120_1;Mirinzal;2106805;MIRINZAL;MA
BRA.10.121_1;Monção;2106904;MONCAO;MA
BRA.10.122_1;Montes Altos;2107001;MONTES ALTOS;MA
BRA.10.123_1;Morros;2107100;MORROS;MA
BRA.10.124_1;Nina Rodrigues;2107209;NINA RODRIGUES;MA
BRA.10.125_1;Nova Colinas;2107258;NOVA COLINAS;MA
BRA.10.126_1;Nova Iorque;2107308;NOVA IORQUE;MA
BRA.10.127_1;Nova Olinda do Maranhão;2107357;NOVA OLINDA DO MARANHAO;MA
BRA.10.128_1;Olho d'Água das Cunhãs;2107407;OLHO D'AGUA DAS CUNHAS;MA
BRA.10.129_1;Olinda Nova do Maranhão;2107456;OLINDA NOVA DO MARANHAO;MA
BRA.10.130_1;Paço do Lumiar;2107506;PACO DO LUMIAR;MA
BRA.10.131_1;Palmeirândia;2107605;PALMEIRANDIA;MA
BRA.10.132_1;Paraibano;2107704;PARAIBANO;MA
BRA.10.133_1;Parnarama;2107803;PARNARAMA;MA
BRA.10.134_1;Passagem Franca;2107902;PASSAGEM FRANCA;MA
BRA.10.135_1;Pastos Bons;2108009;PASTOS BONS;MA
BRA.10.136_1;Paulino Neves;2108058;PAULINO NEVES;MA
BRA.10.137_1;Paulo Ramos;2108108;PAULO RAMOS;MA
BRA.10.138_1;Pedreiras;2108207;PEDREIRAS;MA
BRA.10.139_1;Pedro do Rosário;2108256;PEDRO DO ROSARIO;MA
BRA.10.140_1;Penalva;2108306;PENALVA;MA
BRA.10.141_1;Peri-Mirim;2108405;PERI MIRIM;MA
BRA.10.142_1;Peritoró;2108454;PERITORO;MA
BRA.10.143_1;Pindaré-Mirim;2108504;PINDARE-MIRIM;MA
BRA.10.144_1;Pinheiro;2108603;PINHEIRO;MA
BRA.10.145_1;Pio XII;2108702;PIO XII;MA
BRA.10.146_1;Pirapemas;2108801;PIRAPEMAS;MA
BRA.10.147_1;Poção de Pedras;2108900;POCAO DE PEDRAS;MA
BRA.10.148_1;Porto Franco;2109007;PORTO FRANCO;MA
BRA.10.149_1;Porto Rico do Maranhão;2109056;PORTO RICO DO MARANHAO;MA
BRA.10.150_1;Presidente Dutra;2109106;PRESIDENTE DUTRA;MA
BRA.10.151_1;Presidente Juscelino;2109205;PRESIDENTE JUSCELINO;MA
BRA.10.152_1;Presidente Médici;2109239;PRESIDENTE MEDICI;MA
BRA.10.153_1;Presidente Sarney;2109270;PRESIDENTE SARNEY;MA
BRA.10.154_1;Presidente Vargas;2109304;PRESIDENTE VARGAS;MA
BRA.10.155_1;Primeira Cruz;2109403;PRIMEIRA CRUZ;MA
BRA.10.156_1;Raposa;2109452;RAPOSA;MA
BRA.10.157_1;Riachão;2109502;RIACHAO;MA
BRA.10.158_1;Ribamar Fiquene;2109551;RIBAMAR FIQUENE;MA
BRA.10.159_1;Rosário;2109601;ROSARIO;MA
BRA.10.160_1;Sambaíba;2109700;SAMBAIBA;MA
BRA.10.162_1;Santa Helena;2109809;SANTA HELENA;MA
BRA.10.163_1;Santa Inês;2109908;SANTA INES;MA
BRA.10.165_1;Santa Luzia;2110005;SANTA LUZIA;MA
BRA.10.164_1;Santa Luzia do Paruá;2110039;SANTA LUZIA DO PARUA;MA
BRA.10.166_1;Santa Quitéria do Maranhão;2110104;SANTA QUITERIA DO MARANHAO;MA
BRA.10.167_1;Santa Rita;2110203;SANTA RITA;MA
BRA.10.168_1;Santana do Maranhão;2110237;SANTANA DO MARANHAO;MA
BRA.10.169_1;Santo Amaro do Maranhão;2110278;SANTO AMARO DO MARANHAO;MA
BRA.10.170_1;Santo Antônio dos Lopes;2110302;SANTO ANTONIO DOS LOPES;MA
BRA.10.171_1;São Benedito do Rio Preto;2110401;SAO BENEDITO DO RIO PRETO;MA
BRA.10.172_1;São Bento;2110500;SAO BENTO;MA
BRA.10.173_1;São Bernardo;2110609;SAO BERNARDO;MA
BRA.10.174_1;São Domingos do Azeitão;2110658;SAO DOMINGOS DO AZEITAO;MA
BRA.10.175_1;São Domingos do Maranhão;2110708;SAO DOMINGOS DO MARANHAO;MA
BRA.10.176_1;São Félix de Balsas;2110807;SAO FELIX DE BALSAS;MA
BRA.10.177_1;São Francisco do Brejão;2110856;SAO FRANCISCO DO BREJAO;MA
BRA.10.178_1;São Francisco do Maranhão;2110906;SAO FRANCISCO DO MARANHAO;MA
BRA.10.179_1;São João Batista;2111003;SAO JOAO BATISTA;MA
BRA.10.180_1;São João do Carú;2111029;SAO JOAO DO CARU;MA
BRA.10.181_1;São João do Paraíso;2111052;SAO JOAO DO PARAISO;MA
BRA.10.182_1;São João do Soter;2111078;SAO JOAO DO SOTER;MA
BRA.10.183_1;São João dos Patos;2111102;SAO JOAO DOS PATOS;MA
BRA.10.184_1;São José de Ribamar;2111201;SAO JOSE DE RIBAMAR;MA
BRA.10.185_1;São José dos Basílios;2111250;SAO JOSE DOS BASILIOS;MA
BRA.10.187_1;São Luis;2111300;SAO LUIS;MA
BRA.10.186_1;São Luis Gonzaga do Maranhao;2111409;SAO LUIS GONZAGA DO MARANHAO;MA
BRA.10.188_1;São Mateus do Maranhão;2111508;SAO MATEUS DO MARANHAO;MA
BRA.10.189_1;São Pedro da Água Branca;2111532;SAO PEDRO DA AGUA BRANCA;MA
BRA.10.190_1;São Pedro dos Crentes;2111573;SAO PEDRO DOS CRENTES;MA
BRA.10.191_1;São Raimundo das Mangabeiras;2111607;SAO RAIMUNDO DAS MANGABEIRAS;MA
BRA.10.192_1;São Raimundo do Doca Bezerra;2111631;SAO RAIMUNDO DO DOCA BEZERRA;MA
BRA.10.193_1;São Roberto;2111672;SAO ROBERTO;MA
BRA.10.194_1;São Vicente Ferrer;2111706;SAO VICENTE FERRER;MA
BRA.10.195_1;Satubinha;2111722;SATUBINHA;MA
BRA.10.196_1;Senador Alexandre Costa;2111748;SENADOR ALEXANDRE COSTA;MA
BRA.10.197_1;Senador La Rocque;2111763;SENADOR LA ROCQUE;MA
BRA.10.198_1;Serrano do Maranhão;2111789;SERRANO DO MARANHAO;MA
BRA.10.199_1;Sítio Novo;2111805;SITIO NOVO;MA
BRA.10.200_1;Sucupira do Norte;2111904;SUCUPIRA DO NORTE;MA
BRA.10.201_1;Sucupira do Riachão;2111953;SUCUPIRA DO RIACHAO;MA
BRA.10.202_1;Tasso Fragoso;2112001;TASSO FRAGOSO;MA
BRA.10.203_1;Timbiras;2112100;TIMBIRAS;MA
BRA.10.204_1;Timon;2112209;TIMON;MA
BRA.10.205_1;Trizidela do Vale;2112233;TRIZIDELA DO VALE;MA
BRA.10.206_1;Tufilândia;2112274;TUFILANDIA;MA
BRA.10.207_1;Tuntum;2112308;TUNTUM;MA
BRA.10.208_1;Turiaçu;2112407;TURIACU;MA
BRA.10.209_1;Turilândia;2112456;TURILANDIA;MA
BRA.10.211_1;Tutóia;2112506;TUTOIA;MA
BRA.10.212_1;Urbano Santos;2112605;URBANO SANTOS;MA
BRA.10.213_1;Vargem Grande;2112704;VARGEM GRANDE;MA
BRA.10.214_1;Viana;2112803;VIANA;MA
BRA.10.216_1;Vila Nova dos Martírios;2112852;VILA NOVA DOS MARTIRIOS;MA
BRA.10.217_1;Vitória do Mearim;2112902;VITORIA DO MEARIM;MA
BRA.10.215_1;Victorino Freire;2113009;VITORINO FREIRE;MA
BRA.10.218_1;Zé Doca;2114007;ZE DOCA;MA
BRA.18.1_1;Acauã;2200053;ACAUA;PI
BRA.18.2_1;Agricolândia;2200103;AGRICOLANDIA;PI
BRA.18.3_1;Água Branca;2200202;AGUA BRANCA;PI
BRA.18.4_1;Alagoinha do Piauí;2200251;ALAGOINHA DO PIAUI;PI
BRA.18.5_1;Alegrete do Piauí;2200277;ALEGRETE DO PIAUI;PI
BRA.18.6_1;Alto Longá;2200301;ALTO LONGA;PI
BRA.18.7_1;Altos;2200400;ALTOS;PI
BRA.18.8_1;Alvorada do Gurguéia;2200459;ALVORADA DO GURGUEIA;PI
BRA.18.9_1;Amarante;2200509;AMARANTE;PI
BRA.18.10_1;Angical do Piauí;2200608;ANGICAL DO PIAUI;PI
BRA.18.11_1;Anísio de Abreu;2200707;ANISIO DE ABREU;PI
BRA.18.12_1;Antônio Almeida;2200806;ANTONIO ALMEIDA;PI
BRA.18.13_1;Aroazes;2200905;AROAZES;PI
BRA.18.14_1;Arraial;2201002;ARRAIAL;PI
BRA.18.15_1;Assunção do Piauí;2201051;ASSUNCAO DO PIAUI;PI
BRA.18.16_1;Avelino Lopes;2201101;AVELINO LOPES;PI
BRA.18.17_1;Baixa Grande do Ribeiro;2201150;BAIXA GRANDE DO RIBEIRO;PI
BRA.18.18_1;Barra d'Alcântara;2201176;BARRA D'ALCANTARA;PI
BRA.18.19_1;Barras;2201200;BARRAS;PI
BRA.18.20_1;Barreiras do Piauí;2201309;BARREIRAS DO PIAUI;PI
BRA.18.21_1;Barro Duro;2201408;BARRO DURO;PI
BRA.18.22_1;Batalha;2201507;BATALHA;PI
BRA.18.23_1;Bela Vista do Piauí;2201556;BELA VISTA DO PIAUI;PI
BRA.18.24_1;Belém do Piauí;2201572;BELEM DO PIAUI;PI
BRA.18.25_1;Beneditinos;2201606;BENEDITINOS;PI
BRA.18.26_1;Bertolínia;2201705;BERTOLINIA;PI
BRA.18.27_1;Betânia do Piauí;2201739;BETANIA DO PIAUI;PI
BRA.18.28_1;Boa Hora;2201770;BOA HORA;PI
BRA.18.29_1;Bocaina;2201804;BOCAINA;PI
BRA.18.30_1;Bom Jesus;2201903;BOM JESUS;PI
BRA.18.31_1;Bom Princípio do Piauí;2201919;BOM PRINCIPIO DO PIAUI;PI
BRA.18.32_1;Bonfim do Piauí;2201929;BONFIM DO PIAUI;PI
BRA.18.33_1;Boqueirão do Piauí;2201945;BOQUEIRAO DO PIAUI;PI
BRA.18.34_1;Brazileira;2201960;BRASILEIRA;PI
BRA.18.35_1;Brejo do Piauí;2201988;BREJO DO PIAUI;PI
BRA.18.36_1;Buriti dos Lopes;2202000;BURITI DOS LOPES;PI
BRA.18.37_1;Buriti dos Montes;2202026;BURITI DOS MONTES;PI
BRA.18.38_1;Cabeceiras do Piauí;2202059;CABECEIRAS DO PIAUI;PI
BRA.18.39_1;Cajazeiras do Piauí;2202075;CAJAZEIRAS DO PIAUI;PI
BRA.18.40_1;Cajueiro da Praia;2202083;CAJUEIRO DA PRAIA;PI
BRA.18.41_1;Caldeirão Grande do Piauí;2202091;CALDEIRAO GRANDE DO PIAUI;PI
BRA.18.42_1;Campinas do Piauí;2202109;CAMPINAS DO PIAUI;PI
BRA.18.43_1;Campo Alegre do Fidalgo;2202117;CAMPO ALEGRE DO FIDALGO;PI
BRA.18.44_1;Campo Grande do Piauí;2202133;CAMPO GRANDE DO PIAUI;PI
BRA.18.45_1;Campo Largo do Piauí;2202174;CAMPO LARGO DO PIAUI;PI
BRA.18.46_1;Campo Maior;2202208;CAMPO MAIOR;PI
BRA.18.47_1;Canavieira;2202251;CANAVIEIRA;PI
BRA.18.48_1;Canto do Buriti;2202307;CANTO DO BURITI;PI
BRA.18.49_1;Capitão de Campos;2202406;CAPITAO DE CAMPOS;PI
BRA.18.50_1;Capitão Gervásio Oliveira;2202455;CAPITAO GERVASIO OLIVEIRA;PI
BRA.18.51_1;Caracol;2202505;CARACOL;PI
BRA.18.52_1;Caraúbas do Piauí;2202539;CARAUBAS DO PIAUI;PI
BRA.18.53_1;Caridade do Piauí;2202554;CARIDADE DO PIAUI;PI
BRA.18.54_1;Castelo do Piauí;2202604;CASTELO DO PIAUI;PI
BRA.18.55_1;Caxingó;2202653;CAXINGO;PI
BRA.18.58_1;Cocal;2202703;COCAL;PI
BRA.18.56_1;Cocal de Telha;2202711;COCAL DE TELHA;PI
BRA.18.57_1;Cocal dos Alves;2202729;COCAL DOS ALVES;PI
BRA.18.59_1;Coivaras;2202737;COIVARAS;PI
BRA.18.60_1;Colônia do Gurguéia;2202752;COLONIA DO GURGUEIA;PI
BRA.18.61_1;Colônia do Piauí;2202778;COLONIA DO PIAUI;PI
BRA.18.62_1;Conceição do Canindé;2202802;CONCEICAO DO CANINDE;PI
BRA.18.63_1;Coronel José Dias;2202851;CORONEL JOSE DIAS;PI
BRA.18.64_1;Corrente;2202901;CORRENTE;PI
BRA.18.65_1;Cristalândia do Piauí;2203008;CRISTALANDIA DO PIAUI;PI
BRA.18.66_1;Cristino Castro;2203107;CRISTINO CASTRO;PI
BRA.18.67_1;Curimatá;2203206;CURIMATA;PI
BRA.18.68_1;Currais;2203230;CURRAIS;PI
BRA.18.70_1;Curralinhos;2203255;CURRALINHOS;PI
BRA.18.69_1;Curral Novo do Piauí;2203271;CURRAL NOVO DO PIAUI;PI
BRA.18.71_1;Demerval Lobão;2203305;DEMERVAL LOBAO;PI
BRA.18.72_1;Dirceu Arcoverde;2203354;DIRCEU ARCOVERDE;PI
BRA.18.73_1;Dom Expedito Lopes;2203404;DOM EXPEDITO LOPES;PI
BRA.18.75_1;Domingos Mourão;2203420;DOMINGOS MOURAO;PI
BRA.18.74_1;Dom Inocêncio;2203453;DOM INOCENCIO;PI
BRA.18.76_1;Elesbão Veloso;2203503;ELESBAO VELOSO;PI
BRA.18.77_1;Eliseu Martins;2203602;ELISEU MARTINS;PI
BRA.18.78_1;Esperantina;2203701;ESPERANTINA;PI
BRA.18.79_1;Fartura do Piauí;2203750;FARTURA DO PIAUI;PI
BRA.18.80_1;Flores do Piauí;2203800;FLORES DO PIAUI;PI
BRA.18.81_1;Floresta do Piauí;2203859;FLORESTA DO PIAUI;PI
BRA.18.82_1;Floriano;2203909;FLORIANO;PI
BRA.18.83_1;Francinópolis;2204006;FRANCINOPOLIS;PI
BRA.18.84_1;Francisco Ayres;2204105;FRANCISCO AYRES;PI
BRA.18.85_1;Francisco Macêdo;2204154;FRANCISCO MACEDO;PI
BRA.18.86_1;Francisco Santos;2204204;FRANCISCO SANTOS;PI
BRA.18.87_1;Fronteiras;2204303;FRONTEIRAS;PI
BRA.18.88_1;Geminiano;2204352;GEMINIANO;PI
BRA.18.89_1;Gilbués;2204402;GILBUES;PI
BRA.18.90_1;Guadalupe;2204501;GUADALUPE;PI
BRA.18.91_1;Guaribas;2204550;GUARIBAS;PI
BRA.18.92_1;Hugo Napoleão;2204600;HUGO NAPOLEAO;PI
BRA.18.93_1;Ilha Grande;2204659;ILHA GRANDE;PI
BRA.18.94_1;Inhuma;2204709;INHUMA;PI
BRA.18.95_1;Ipiranga do Piauí;2204808;IPIRANGA DO PIAUI;PI
BRA.18.96_1;Isaías Coelho;2204907;ISAIAS COELHO;PI
BRA.18.97_1;Itainópolis;2205003;ITAINOPOLIS;PI
BRA.18.98_1;Itaueira;2205102;ITAUEIRA;PI
BRA.18.99_1;Jacobina do Piauí;2205151;JACOBINA DO PIAUI;PI
BRA.18.100_1;Jaicós;2205201;JAICOS;PI
BRA.18.101_1;Jardim do Mulato;2205250;JARDIM DO MULATO;PI
BRA.18.102_1;Jatobá do Piauí;2205276;JATOBA DO PIAUI;PI
BRA.18.103_1;Jerumenha;2205300;JERUMENHA;PI
BRA.18.104_1;João Costa;2205359;JOAO COSTA;PI
BRA.18.105_1;Joaquim Pires;2205409;JOAQUIM PIRES;PI
